CM_PACKET_NUM,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE_CODE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,EVENT_NOTES,LAST_UPDTED_DATE,BATCH_ID,DOC_CLASSIFICATION_CODE,,,,,,,
22121450,PARTIALLY PROCESSING,2449846,OCRSUCCESS,EVD-DC,Evidence Mail,Death Certificate,NULL,10/27/2020 1:50:17 AM,215,UNKNOWN,,,,,,,
22121450,PARTIALLY PROCESSING,2449850,OCRSUCCESS,EVD-FBE,Evidence Mail,Funeral Bill/Expenses,NULL,10/27/2020 1:50:17 AM,215,NULL,,,,,,,
22121450,PARTIALLY PROCESSING,2449851,OCRSUCCESS,EVD-IDMAT,Evidence Mail,Identification Materials,NULL,10/27/2020 1:50:17 AM,215,NULL,,,,,,,
22121450,PARTIALLY PROCESSING,2449854,OCRSUCCESS,EVD-MCL,Evidence Mail,Marriage Certificate/License,NULL,10/27/2020 1:50:17 AM,215,NULL,,,,,,,
22121450,PARTIALLY PROCESSING,2449858,OFFRAMPED,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",NULL,10/27/2020 1:50:17 AM,215,NULL,,,,,,,
22121450,PARTIALLY PROCESSING,2449859,READYFOROCR,2680,Evidence Mail,VA 21-2680 Examination for Housebound Status or Pe,NULL,10/27/2020 1:50:17 AM,215,NULL,,,,,,,
22121450,PARTIALLY PROCESSING,2449862,READYFOROCR,534EZ,Evidence Mail,VA 21-534EZ Application for Dependency and Indemni,NULL,10/27/2020 1:50:17 AM,215,NULL,,,,,,,
22121450,PARTIALLY PROCESSING,2449865,OCRSUCCESS,EVD-21P-0969,Evidence Mail,VA 21P-0969 Income and Asset Statement in Support of Claim,NULL,10/27/2020 1:50:17 AM,215,NULL,,,,,,,
22121450,PARTIALLY PROCESSING,2449868,OCRSUCCESS,EVD-VCAADTAL,Evidence Mail,VCAA/DTA Letter,NULL,10/27/2020 1:50:17 AM,215,NULL,,,,,,,
22121450,PARTIALLY PROCESSING,2449872,OCRSUCCESS,EVD-VCAADTAL,Evidence Mail,VCAA/DTA Letter,NULL,10/27/2020 1:50:17 AM,215,NULL,,,,,,,
22121461,OFF RAMPED,2449678,OCRSUCCESS,EVD-CES,Evidence Mail,Care Expense Statement,NULL,10/27/2020 3:31:47 AM,215,NULL,,,,,,,
22121461,OFF RAMPED,2449681,OCRSUCCESS,EVD-CES,Evidence Mail,Care Expense Statement,NULL,10/27/2020 3:31:47 AM,215,NULL,,,,,,,
22121461,OFF RAMPED,2449685,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/27/2020 3:31:47 AM,215,NULL,,,,,,,
22121461,OFF RAMPED,2449690,OCRSUCCESS,EVD-DC,Evidence Mail,Death Certificate,NULL,10/27/2020 3:31:47 AM,215,UNKNOWN,,,,,,,
22121461,OFF RAMPED,2449693,OCRSUCCESS,EVD-IATS,Evidence Mail,Income and Tax Statements,NULL,10/27/2020 3:31:47 AM,215,NULL,,,,,,,
22121461,OFF RAMPED,2449696,OCRSUCCESS,EVD-LW,Evidence Mail,Legal Will,NULL,10/27/2020 3:31:47 AM,215,NULL,,,,,,,
22121461,OFF RAMPED,2449699,OCRSUCCESS,EVD-MCL,Evidence Mail,Marriage Certificate/License,NULL,10/27/2020 3:31:47 AM,215,NULL,,,,,,,
22121461,OFF RAMPED,2449703,OCRSUCCESS,EVD-PBS,Evidence Mail,Pension Bank Statement,NULL,10/27/2020 3:31:47 AM,215,NULL,,,,,,,
22121461,OFF RAMPED,2449706,OFFRAMPED,21-22,21-22,VA 21-22 Appointment of Veterans Serv. Org. as Claimant's Representative,NULL,10/27/2020 3:31:47 AM,215,NULL,,,,,,,
22121461,OFF RAMPED,2449708,READYFOROCR,2680,Evidence Mail,VA 21-2680 Examination for Housebound Status or Pe,NULL,10/27/2020 3:31:47 AM,215,NULL,,,,,,,
22121461,OFF RAMPED,2449710,OCRSUCCESS,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/27/2020 3:31:47 AM,215,UNKNOWN,,,,,,,
22121461,OFF RAMPED,2449712,READYFOROCR,534EZ,Evidence Mail,VA 21-534EZ Application for Dependency and Indemni,NULL,10/27/2020 3:31:47 AM,215,NULL,,,,,,,
22121461,OFF RAMPED,2449715,OCRSUCCESS,EVD-21P-0969,Evidence Mail,VA 21P-0969 Income and Asset Statement in Support of Claim,NULL,10/27/2020 3:31:47 AM,215,NULL,,,,,,,
22121461,OFF RAMPED,2449721,OCRSUCCESS,EVD-VCAADTAL,Evidence Mail,VCAA/DTA Letter,NULL,10/27/2020 3:31:47 AM,215,NULL,,,,,,,
22121466,PARTIALLY PROCESSING,2449955,OCRSUCCESS,EVD-CES,Evidence Mail,Care Expense Statement,NULL,10/27/2020 1:52:10 AM,215,NULL,,,,,,,
22121466,PARTIALLY PROCESSING,2449961,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/27/2020 1:52:10 AM,215,NULL,,,,,,,
22121466,PARTIALLY PROCESSING,2449965,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,NULL,10/27/2020 1:52:10 AM,215,UNKNOWN,,,,,,,
22121466,PARTIALLY PROCESSING,2449969,OCRSUCCESS,EVD-DC,Evidence Mail,Death Certificate,NULL,10/27/2020 1:52:10 AM,215,UNKNOWN,,,,,,,
22121466,PARTIALLY PROCESSING,2449974,OCRSUCCESS,EVD-IATS,Evidence Mail,Income and Tax Statements,NULL,10/27/2020 1:52:10 AM,215,NULL,,,,,,,
22121466,PARTIALLY PROCESSING,2449977,OCRSUCCESS,EVD-MCL,Evidence Mail,Marriage Certificate/License,NULL,10/27/2020 1:52:10 AM,215,NULL,,,,,,,
22121466,PARTIALLY PROCESSING,2449980,OCRSUCCESS,EVD-PBS,Evidence Mail,Pension Bank Statement,NULL,10/27/2020 1:52:10 AM,215,NULL,,,,,,,
22121466,PARTIALLY PROCESSING,2449985,VBOTPROCESSING,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",NULL,10/27/2020 1:52:10 AM,215,NULL,,,,,,,
22121466,PARTIALLY PROCESSING,2449988,OCRSUCCESS,EVD-SSAIL,Evidence Mail,SSA/SSI Letter,NULL,10/27/2020 1:52:10 AM,215,NULL,,,,,,,
22121466,PARTIALLY PROCESSING,2449990,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,NULL,10/27/2020 1:52:10 AM,215,UNKNOWN,,,,,,,
22121466,PARTIALLY PROCESSING,2449993,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,NULL,10/27/2020 1:52:10 AM,215,UNKNOWN,,,,,,,
22121466,PARTIALLY PROCESSING,2449996,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,NULL,10/27/2020 1:52:10 AM,215,UNKNOWN,,,,,,,
22121466,PARTIALLY PROCESSING,2449999,OCRSUCCESS,845,845,VA 21-0845 Authorization to Disclose Personal Info,NULL,10/27/2020 1:52:10 AM,215,NULL,,,,,,,
22121466,PARTIALLY PROCESSING,2450001,READYFOROCR,2680,Evidence Mail,VA 21-2680 Examination for Housebound Status or Pe,NULL,10/27/2020 1:52:10 AM,215,NULL,,,,,,,
22121466,PARTIALLY PROCESSING,2450005,OCRSUCCESS,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/27/2020 1:52:10 AM,215,UNKNOWN,,,,,,,
22121466,PARTIALLY PROCESSING,2450009,READYFOROCR,534EZ,Evidence Mail,VA 21-534EZ Application for Dependency and Indemni,NULL,10/27/2020 1:52:10 AM,215,NULL,,,,,,,
22121466,PARTIALLY PROCESSING,2450012,OCRSUCCESS,EVD-21P-0969,Evidence Mail,VA 21P-0969 Income and Asset Statement in Support of Claim,NULL,10/27/2020 1:52:10 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2449994,OCRSUCCESS,EVD-CES,Evidence Mail,Care Expense Statement,NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2449997,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450000,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450003,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450007,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450011,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,NULL,10/27/2020 2:16:44 AM,215,UNKNOWN,,,,,,,
22121467,PARTIALLY PROCESSING,2450013,OCRSUCCESS,EVD-IATS,Evidence Mail,Income and Tax Statements,NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450017,OCRSUCCESS,EVD-MCL,Evidence Mail,Marriage Certificate/License,NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450020,OCRSUCCESS,OMPF,Evidence Mail,Military Personnel Record,NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450023,OCRSUCCESS,EVD-PBS,Evidence Mail,Pension Bank Statement,NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450024,VBOTPROCESSING,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450025,OCRSUCCESS,EVD-SSAIL,Evidence Mail,SSA/SSI Letter,NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450026,OCRSUCCESS,845,845,VA 21-0845 Authorization to Disclose Personal Info,NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450027,READYFOROCR,2680,Evidence Mail,VA 21-2680 Examination for Housebound Status or Pe,NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450028,READYFOROCR,2680,Evidence Mail,VA 21-2680 Examination for Housebound Status or Pe,NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450029,OCRSUCCESS,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/27/2020 2:16:44 AM,215,UNKNOWN,,,,,,,
22121467,PARTIALLY PROCESSING,2450030,READYFOROCR,527EZ,Evidence Mail,"VA 21-527EZ, Fully Developed Claim Pension",NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450031,OCRSUCCESS,8416,Evidence Mail,VA 21-8416 Request for Information concerning Medical,NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121467,PARTIALLY PROCESSING,2450032,OCRSUCCESS,EVD-21P-0969,Evidence Mail,VA 21P-0969 Income and Asset Statement in Support of Claim,NULL,10/27/2020 2:16:44 AM,215,NULL,,,,,,,
22121471,REVIEWED,2449884,VBOTPROCESSING,RM,Returned Mail,Returned Mail,NULL,10/27/2020 1:44:40 AM,215,RM-NOTIFICATION,,,,,,,
22121472,REVIEWED,2450092,VBOTPROCESSING,RM,Returned Mail,Returned Mail,NULL,10/27/2020 1:51:32 AM,215,RM-NOTIFICATION,,,,,,,
22121473,REVIEWED,2449779,VBOTPROCESSING,RM,Returned Mail,Returned Mail,NULL,10/27/2020 1:42:57 AM,215,RM-NOTIFICATION,,,,,,,
22121475,REVIEWED,2449800,OCRSUCCESS,EVD-IATS,Evidence Mail,Income and Tax Statements,NULL,10/27/2020 1:43:32 AM,215,NULL,,,,,,,
22121475,REVIEWED,2449804,OCRSUCCESS,EVD-IATS,Evidence Mail,Income and Tax Statements,NULL,10/27/2020 1:43:32 AM,215,NULL,,,,,,,
22121475,REVIEWED,2449809,OCRSUCCESS,EVD-NLTR,Evidence Mail,"Notification Letter e.g. VA 20-8993, VA 21-0290, P  ",NULL,10/27/2020 1:43:32 AM,215,NULL,,,,,,,
22121475,REVIEWED,2449812,HIL_VBMS,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,10/27/2020 1:43:32 AM,215,VERIFICATION_REQUEST,,,,,,,
22121483,PARTIALLY PROCESSING,2450670,OCRSUCCESS,EVD-CES,Evidence Mail,Care Expense Statement,NULL,10/27/2020 2:26:09 AM,215,NULL,,,,,,,
22121483,PARTIALLY PROCESSING,2450671,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,NULL,10/27/2020 2:26:09 AM,215,UNKNOWN,,,,,,,
22121483,PARTIALLY PROCESSING,2450672,OCRSUCCESS,EVD-CDG,Evidence Mail,Court Documents - General,NULL,10/27/2020 2:26:09 AM,215,NULL,,,,,,,
22121483,PARTIALLY PROCESSING,2450673,OCRSUCCESS,OMPF,Evidence Mail,Military Personnel Record,NULL,10/27/2020 2:26:09 AM,215,NULL,,,,,,,
22121483,PARTIALLY PROCESSING,2450675,OCRSUCCESS,EVD-PBS,Evidence Mail,Pension Bank Statement,NULL,10/27/2020 2:26:09 AM,215,NULL,,,,,,,
22121483,PARTIALLY PROCESSING,2450677,VBOTPROCESSING,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",NULL,10/27/2020 2:26:09 AM,215,NULL,,,,,,,
22121483,PARTIALLY PROCESSING,2450679,OCRSUCCESS,EVD-SSAIL,Evidence Mail,SSA/SSI Letter,NULL,10/27/2020 2:26:09 AM,215,NULL,,,,,,,
22121483,PARTIALLY PROCESSING,2450680,OCRSUCCESS,845,845,VA 21-0845 Authorization to Disclose Personal Info,NULL,10/27/2020 2:26:09 AM,215,NULL,,,,,,,
22121483,PARTIALLY PROCESSING,2450682,READYFOROCR,2680,Evidence Mail,VA 21-2680 Examination for Housebound Status or Pe,NULL,10/27/2020 2:26:09 AM,215,NULL,,,,,,,
22121483,PARTIALLY PROCESSING,2450684,OCRSUCCESS,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/27/2020 2:26:09 AM,215,UNKNOWN,,,,,,,
22121483,PARTIALLY PROCESSING,2450686,READYFOROCR,527EZ,Evidence Mail,"VA 21-527EZ, Fully Developed Claim Pension",NULL,10/27/2020 2:26:09 AM,215,NULL,,,,,,,
22121483,PARTIALLY PROCESSING,2450688,READYFOROCR,534EZ,Evidence Mail,VA 21-534EZ Application for Dependency and Indemni,NULL,10/27/2020 2:26:09 AM,215,NULL,,,,,,,
22121483,PARTIALLY PROCESSING,2450690,OCRSUCCESS,8416,Evidence Mail,VA 21-8416 Request for Information concerning Medical,NULL,10/27/2020 2:26:09 AM,215,NULL,,,,,,,
22121483,PARTIALLY PROCESSING,2450693,OCRSUCCESS,EVD-21P-0969,Evidence Mail,VA 21P-0969 Income and Asset Statement in Support of Claim,NULL,10/27/2020 2:26:09 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450491,OCRSUCCESS,EVD-CES,Evidence Mail,Care Expense Statement,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450498,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,NULL,10/27/2020 2:01:40 AM,215,UNKNOWN,,,,,,,
22121487,PARTIALLY PROCESSING,2450502,OCRSUCCESS,EVD-EC,Evidence Mail,Email Correspondence,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450508,OCRSUCCESS,EVD-EC,Evidence Mail,Email Correspondence,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450514,OCRSUCCESS,EVD-IATS,Evidence Mail,Income and Tax Statements,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450518,OCRSUCCESS,OMPF,Evidence Mail,Military Personnel Record,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450524,OCRSUCCESS,EVD-PBS,Evidence Mail,Pension Bank Statement,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450533,VBOTPROCESSING,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450538,OCRSUCCESS,EVD-SSAIL,Evidence Mail,SSA/SSI Letter,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450542,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,NULL,10/27/2020 2:01:40 AM,215,UNKNOWN,,,,,,,
22121487,PARTIALLY PROCESSING,2450549,OCRSUCCESS,845,845,VA 21-0845 Authorization to Disclose Personal Info,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450555,READYFOROCR,2680,Evidence Mail,VA 21-2680 Examination for Housebound Status or Pe,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450560,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450564,READYFOROCR,527EZ,Evidence Mail,"VA 21-527EZ, Fully Developed Claim Pension",NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450567,READYFOROCR,534EZ,Evidence Mail,VA 21-534EZ Application for Dependency and Indemni,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450570,OCRSUCCESS,8416,Evidence Mail,VA 21-8416 Request for Information concerning Medical,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121487,PARTIALLY PROCESSING,2450574,OCRSUCCESS,EVD-21P-0969,Evidence Mail,VA 21P-0969 Income and Asset Statement in Support of Claim,NULL,10/27/2020 2:01:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450915,OCRSUCCESS,EVD-CES,Evidence Mail,Care Expense Statement,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450916,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450920,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,NULL,10/27/2020 3:30:40 AM,215,UNKNOWN,,,,,,,
22121488,OFF RAMPED,2450924,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,NULL,10/27/2020 3:30:40 AM,215,UNKNOWN,,,,,,,
22121488,OFF RAMPED,2450927,OCRSUCCESS,EVD-DC,Evidence Mail,Death Certificate,NULL,10/27/2020 3:30:40 AM,215,UNKNOWN,,,,,,,
22121488,OFF RAMPED,2450931,OCRSUCCESS,EVD-IATS,Evidence Mail,Income and Tax Statements,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450936,OCRSUCCESS,EVD-MCL,Evidence Mail,Marriage Certificate/License,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450939,OCRSUCCESS,EVD-PBS,Evidence Mail,Pension Bank Statement,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450942,VBOTPROCESSING,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450946,OFFRAMPED,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450950,OCRSUCCESS,EVD-SSAIL,Evidence Mail,SSA/SSI Letter,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450952,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,NULL,10/27/2020 3:30:40 AM,215,UNKNOWN,,,,,,,
22121488,OFF RAMPED,2450954,OCRSUCCESS,EVD-21-0779,Evidence Mail,VA 21-0779 Request for Nursing Home Info In Connection with Claim for Aid and Attendance,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450959,OCRSUCCESS,845,845,VA 21-0845 Authorization to Disclose Personal Info,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450962,READYFOROCR,2680,Evidence Mail,VA 21-2680 Examination for Housebound Status or Pe,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450964,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450967,READYFOROCR,534EZ,Evidence Mail,VA 21-534EZ Application for Dependency and Indemni,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450970,READYFOROCR,534EZ,Evidence Mail,VA 21-534EZ Application for Dependency and Indemni,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450973,OCRSUCCESS,8416,Evidence Mail,VA 21-8416 Request for Information concerning Medical,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121488,OFF RAMPED,2450979,OCRSUCCESS,EVD-21P-0969,Evidence Mail,VA 21P-0969 Income and Asset Statement in Support of Claim,NULL,10/27/2020 3:30:40 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450696,OCRSUCCESS,EVD-CES,Evidence Mail,Care Expense Statement,NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450700,OCRSUCCESS,EVD-CES,Evidence Mail,Care Expense Statement,NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450702,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450707,OCRSUCCESS,EVD-MCL,Evidence Mail,Marriage Certificate/License,NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450709,OCRSUCCESS,EVD-PBS,Evidence Mail,Pension Bank Statement,NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450712,OCRSUCCESS,EVD-PBS,Evidence Mail,Pension Bank Statement,NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450715,VBOTPROCESSING,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450717,OCRSUCCESS,EVD-SSAIL,Evidence Mail,SSA/SSI Letter,NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450721,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,NULL,10/27/2020 2:07:02 AM,215,UNKNOWN,,,,,,,
22121489,PARTIALLY PROCESSING,2450727,OCRSUCCESS,845,845,VA 21-0845 Authorization to Disclose Personal Info,NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450729,READYFOROCR,2680,Evidence Mail,VA 21-2680 Examination for Housebound Status or Pe,NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450731,OFFRAMPED,4138,4138,VA 21-4138 Statement In Support of Claim,NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450732,READYFOROCR,534EZ,Evidence Mail,VA 21-534EZ Application for Dependency and Indemni,NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450733,OCRSUCCESS,8416,Evidence Mail,VA 21-8416 Request for Information concerning Medical,NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121489,PARTIALLY PROCESSING,2450734,OCRSUCCESS,EVD-21P-0969,Evidence Mail,VA 21P-0969 Income and Asset Statement in Support of Claim,NULL,10/27/2020 2:07:02 AM,215,NULL,,,,,,,
22121490,OFF RAMPED,2450738,OCRSUCCESS,EVD-CES,Evidence Mail,Care Expense Statement,NULL,10/27/2020 3:29:50 AM,215,NULL,,,,,,,
22121490,OFF RAMPED,2450741,OCRSUCCESS,EVD-CES,Evidence Mail,Care Expense Statement,NULL,10/27/2020 3:29:50 AM,215,NULL,,,,,,,
22121490,OFF RAMPED,2450744,OCRSUCCESS,OMPF,Evidence Mail,"Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)",NULL,10/27/2020 3:29:50 AM,215,NULL,,,,,,,
22121490,OFF RAMPED,2450745,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,NULL,10/27/2020 3:29:50 AM,215,COMPETENCY_ISSUE,,,,,,,
22121490,OFF RAMPED,2450746,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,NULL,10/27/2020 3:29:50 AM,215,UNKNOWN,,,,,,,
22121490,OFF RAMPED,2450747,OCRSUCCESS,EVD-IATS,Evidence Mail,Income and Tax Statements,NULL,10/27/2020 3:29:50 AM,215,NULL,,,,,,,
22121490,OFF RAMPED,2450748,OCRSUCCESS,EVD-IATS,Evidence Mail,Income and Tax Statements,NULL,10/27/2020 3:29:50 AM,215,NULL,,,,,,,
22121490,OFF RAMPED,2450749,OCRSUCCESS,EVD-LW,Evidence Mail,Legal Will,NULL,10/27/2020 3:29:50 AM,215,NULL,,,,,,,
22121490,OFF RAMPED,2450750,OCRSUCCESS,EVD-MCL,Evidence Mail,Marriage Certificate/License,NULL,10/27/2020 3:29:50 AM,215,NULL,,,,,,,
22121490,OFF RAMPED,2450751,OCRSUCCESS,OMPF,Evidence Mail,Military Personnel Record,NULL,10/27/2020 3:29:50 AM,215,NULL,,,,,,,
22121490,OFF RAMPED,2450752,OCRSUCCESS,EVD-PBS,Evidence Mail,Pension Bank Statement,NULL,10/27/2020 3:29:50 AM,215,NULL,,,,,,,
22121490,OFF RAMPED,2450753,OCRSUCCESS,EVD-PBS,Evidence Mail,Pension Bank Statement,NULL,10/27/2020 3:29:50 AM,215,NULL,,,,,,,
22121490,OFF RAMPED,2450756,VBOTPROCESSING,POA2122,POA2122,"Power of Attorney incl. VA 21-22, VA 22a",NULL,10/27/2020 3:29:50 AM,215,NULL,,,,,,,
